unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status_description,occupation,months_employed,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,prosper_rating
142,10000,10000,0.154,0.201,36,353.55,5,"$75,000-99,999",7250,Employed,Accountant/CPA,234,VA,Chesapeake,2,40000,0,0,1,1,0,34,0,FALSE,680-699,0.3772,TRUE,0.3772,13250,C
143,15000,15000,0.0929,0.1254,60,320.85,5,"$75,000-99,999",6250,Employed,Retail Management,33,CA,Suisun City,2,46000,0,0,0,0,0,4,0,FALSE,700-719,0.0593,TRUE,0.0593,14416.6667,A
144,35000,35000,0.1684,0.2158,36,1262.53,4,"$50,000-74,999",5833.3333,Employed,Medical Technician,63,MD,Laurel,1,8000,0,0,0,0,0,6,0,FALSE,700-719,0.2675,TRUE,0.2675,11666.6667,C
145,15000,15000,0.0969,0.1294,60,323.82,4,"$50,000-74,999",5756,Other,Homemaker,287,AZ,Tucson,1,8000,0,0,0,0,0,20,0,FALSE,760-779,0.05,TRUE,0.05,8881.5833,A
146,25000,25000,0.1628,0.1968,60,625.08,3,"$25,000-49,999",3833.3333,Employed,Skilled Labor,33,CO,Denver,1,10000,0,0,0,0,0,21,0,FALSE,740-759,0.4563,TRUE,0.4563,7833.3333,C
147,12000,12000,0.1034,0.1493,36,394.8,6,"$100,000+",10416.6667,Employed,Professional,342,CA,Huntington Beach,1,35000,0,0,0,0,0,42,0,FALSE,720-739,0.27,TRUE,0.27,18333.3333,A
148,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",18750,Employed,Executive,233,OR,Oregon City,4,125000,0,0,8,8,0,5,0,FALSE,760-779,0.0987,TRUE,0.0987,24333.3333,AA
149,25000,25000,0.1219,0.1682,36,844.64,4,"$50,000-74,999",5833.3333,Employed,Other,474,IL,Belvidere,2,42800,6219.63,0,0,0,0,26,0,FALSE,720-739,0.5538,TRUE,0.5538,11666.6667,B
150,7000,7000,0.1279,0.1743,36,238.53,3,"$25,000-49,999",4000,Employed,Laborer,12,NE,Beatrice,3,19000,3504.89,0,0,0,0,8,0,FALSE,720-739,0.3429,TRUE,0.3429,5000,B
151,25000,25000,0.1028,0.1355,60,547.06,6,"$100,000+",16941.3333,Employed,Other,168,MO,Lees Summit,2,26500,0,0,0,0,0,2,0,FALSE,740-759,0.188,TRUE,0.188,23941.3333,A
152,35000,35000,0.1249,0.158,60,805.16,5,"$75,000-99,999",6666.6667,Employed,Professional,97,VA,Catawba,2,30000,0,0,2,2,0,6,0,FALSE,720-739,0.2085,TRUE,0.2085,13333.3333,B
153,22000,22000,0.053,0.0794,36,672.28,5,"$75,000-99,999",7416.6667,Employed,Other,191,CO,Castle Rock,2,52000,0,0,1,1,0,22,0,FALSE,780-799,0.2204,TRUE,0.2204,12950,AA
154,22500,22500,0.0929,0.1254,60,481.28,6,"$100,000+",8833.3333,Employed,Tradesman - Electrician,168,PA,CRANBERRY TOWNSHIP,1,20000,0,0,0,0,0,10,0,FALSE,780-799,0.207,TRUE,0.207,13416.6667,A
155,8550,8550,0.0804,0.1258,36,272.05,4,"$50,000-74,999",4750,Employed,Professional,270,GA,Flowery Branch,1,15000,0,0,0,0,0,2,0,FALSE,720-739,0.3508,TRUE,0.3508,8916.6667,AA
156,5500,5500,0.109,0.155,36,182.42,3,"$25,000-49,999",2341.5,Employed,Sales - Retail,11,CO,Dacono,1,7000,0,0,0,0,0,10,0,FALSE,720-739,0.02,TRUE,0.02,58174.8333,A
157,4500,4500,0.1003,0.1461,36,147.39,4,"$50,000-74,999",4879.1667,Employed,Clerical,432,ID,Lava Hot Springs,3,23500,0,0,1,1,0,16,0,FALSE,800-819,0.3862,TRUE,0.3862,7999.1667,A
158,15000,15000,0.154,0.1878,60,367.97,4,"$50,000-74,999",4166.6667,Other,Other,9,IL,Kirkland,1,2000,0,0,0,0,0,22,0,FALSE,700-719,0.2698,TRUE,0.2698,6250,C
159,7000,7000,0.053,0.0795,36,213.91,6,"$100,000+",8333.3333,Employed,Police Officer/Correction Officer,74,CA,Long Beach,1,6000,0,0,0,0,0,14,0,FALSE,800-819,0.1459,TRUE,0.1459,11666.6667,AA
160,35000,35000,0.154,0.201,36,1237.42,4,"$50,000-74,999",5833.3333,Employed,Construction,26,CA,Pacoima,1,10000,0,0,0,0,0,8,0,FALSE,680-699,0.2373,TRUE,0.2373,12916.6667,C
161,15000,15000,0.1064,0.1524,36,495.64,5,"$75,000-99,999",7100,Other,Other,165,CA,Nuevo,4,92400,0,0,1,1,0,0,0,FALSE,660-679,0.4002,TRUE,0.4002,10466.6667,A
162,10000,10000,0.0974,0.1431,36,326.16,3,"$25,000-49,999",3333.3333,Other,Other,190,NC,STONEVILLE,2,15500,4558.87,0,0,0,0,12,0,FALSE,660-679,0.3476,TRUE,0.3476,4333.3333,A
163,11000,11000,0.109,0.155,36,364.83,3,"$25,000-49,999",2720,Employed,Food Service Management,107,VA,Manassas,2,6000,0,0,0,0,0,11,0,FALSE,640-659,0.1049,TRUE,0.1049,7720,A
164,10000,10000,0.053,0.0795,36,305.58,5,"$75,000-99,999",6500,Other,Clergy,201,CO,Thornton,1,10000,0,0,0,0,0,8,0,FALSE,800-819,0.2605,TRUE,0.2605,13000,AA
165,10000,10000,0.0999,0.1325,60,217.37,6,"$100,000+",10833.3333,Employed,Pharmacist,7,MS,Ripley,3,40000,4903.64,0,0,0,0,2,0,FALSE,760-779,0.3,TRUE,0.3,14583.3333,A
166,15000,15000,0.0974,0.1431,36,489.24,6,"$100,000+",10000,Self-employed,Self Employed,305,TX,Mesquite,1,15000,0,0,0,0,0,35,0,FALSE,700-719,0.3124,TRUE,0.3124,13333.3333,A
167,8200,8200,0.0959,0.1416,36,266.87,5,"$75,000-99,999",6916.6667,Employed,Professional,15,FL,Apopka,1,20000,0,0,0,0,0,21,0,FALSE,700-719,0.1471,TRUE,0.1471,13166.6667,A
168,20200,20200,0.1179,0.1641,36,678.58,3,"$25,000-49,999",3750,Employed,Food Service Management,95,TX,Houston,2,17000,7400,0,0,0,0,8,0,FALSE,740-759,0.4438,TRUE,0.4438,6083.3333,B
169,25000,25000,0.1439,0.1907,36,871.42,5,"$75,000-99,999",6250,Employed,Construction,87,CO,denver,1,6000,0,0,0,0,0,30,0,FALSE,660-679,0.1188,TRUE,0.1188,12083.3333,B
170,15000,15000,0.0924,0.1381,36,485.7,2,"$1-24,999",2000,Other,Skilled Labor,0,CA,Fresno,2,18000,0,0,0,0,0,7,0,FALSE,740-759,0.3237,TRUE,0.3237,4500,AA
171,10000,10000,0.1028,0.1355,60,218.82,2,"$1-24,999",2040,Other,Other,107,WA,Tumwater,1,8000,0,0,1,1,0,33,0,FALSE,740-759,0.2327,TRUE,0.2327,2762,A
172,15000,15000,0.109,0.155,36,497.5,5,"$75,000-99,999",7916.6667,Employed,Analyst,94,MS,Southaven,2,50000,0,0,16,16,0,32,1,FALSE,660-679,0.2169,TRUE,0.2169,13333.3333,A
173,3500,3500,0.1089,0.1417,60,77.66,4,"$50,000-74,999",4333.3333,Employed,Medical Technician,116,NY,hartsdale,1,4800,0,0,0,0,0,29,0,FALSE,720-739,0.0986,TRUE,0.0986,10083.3333,A
174,20000,20000,0.053,0.0795,36,611.16,4,"$50,000-74,999",5416.6667,Employed,Teacher,23,GA,Watkinsville,8,135561,27543.66,0,8,8,0,56,1,FALSE,800-819,0.2453,TRUE,0.2453,10833.3333,AA
175,15000,15000,0.1179,0.1509,60,339.69,3,"$25,000-49,999",2375,Other,Laborer,33,PA,Millersville,1,5500,0,0,0,0,0,14,0,FALSE,680-699,0.3062,TRUE,0.3062,3128,B
176,30000,30000,0.1028,0.1355,60,656.47,5,"$75,000-99,999",7500,Employed,Engineer - Mechanical,98,SC,Easley,1,18000,0,0,1,1,0,28,1,FALSE,740-759,0.2136,TRUE,0.2136,8973.3333,A
177,12500,12500,0.1034,0.1493,36,411.25,3,"$25,000-49,999",3500,Employed,Teacher,63,SC,Taylors,2,22000,5660.93,0,0,0,0,39,0,FALSE,740-759,0.1661,TRUE,0.1661,24333.3333,A
178,6500,6500,0.1489,0.1958,36,228.17,4,"$50,000-74,999",5416.6667,Employed,Nurse (RN),49,NM,Albuquerque,1,2000,0,0,0,0,0,16,0,FALSE,680-699,0.2581,TRUE,0.2581,9166.6667,B
179,10000,10000,0.0804,0.1258,36,318.18,3,"$25,000-49,999",2105.75,Employed,Other,197,NC,Wilmington,1,4000,0,0,0,0,0,35,0,FALSE,740-759,0.2837,TRUE,0.2837,5939.0833,AA
180,10000,10000,0.1179,0.1509,60,226.46,4,"$50,000-74,999",5166.6667,Employed,Administrative Assistant,19,GA,Loganville,1,15000,0,0,0,0,0,2,0,FALSE,700-719,0.1414,TRUE,0.1414,8166.6667,B
181,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",17333.3333,Employed,Other,7,NV,Las Vegas,1,15000,0,0,0,0,0,28,0,FALSE,720-739,0.055,TRUE,0.055,34666.6667,A
182,7000,7000,0.1064,0.1523,36,231.3,5,"$75,000-99,999",6416.6667,Employed,Military Enlisted,165,OH,Middletown,2,12500,0,0,0,0,0,0,0,FALSE,680-699,0.08,TRUE,0.08,11833.3333,A
183,10000,10000,0.0909,0.1233,60,212.91,4,"$50,000-74,999",5416.6667,Employed,Other,15,FL,Jacksonville,1,8000,0,0,0,0,0,15,0,FALSE,740-759,0.1521,TRUE,0.1521,10416.6667,A
184,20000,20000,0.0999,0.1325,60,434.75,4,"$50,000-74,999",4583.3333,Employed,Skilled Labor,53,VA,Dendron,1,20000,0,0,0,0,0,6,0,FALSE,720-739,0.1866,TRUE,0.1866,11416.6667,A
185,12000,12000,0.0969,0.1294,60,259.06,5,"$75,000-99,999",6500,Employed,Food Service,27,CA,South Lake Tahoe,3,22000,0,0,31,31,0,8,0,FALSE,800-819,0.108,TRUE,0.108,12500,AA
186,15000,15000,0.1439,0.1775,60,359.93,3,"$25,000-49,999",2833.3333,Employed,Administrative Assistant,202,OK,Bartlesville,1,10000,0,0,0,0,0,6,0,FALSE,700-719,0.1996,TRUE,0.1996,4833.3333,B
187,11000,11000,0.0804,0.1258,36,350,6,"$100,000+",10833.3333,Employed,Realtor,60,CA,San Francisco,2,18500,0,0,1,1,0,20,0,FALSE,760-779,0.096,TRUE,0.096,15833.3333,AA
188,8500,8500,0.1379,0.1713,60,201.28,5,"$75,000-99,999",6500,Employed,Retail Management,248,FL,Port Orange,1,12000,0,0,0,0,0,3,0,FALSE,680-699,0.1622,TRUE,0.1622,10250,B
189,10000,10000,0.0969,0.1294,60,215.88,5,"$75,000-99,999",6250,Employed,Principal,138,AZ,Kingman,1,17000,0,0,0,0,0,10,0,FALSE,720-739,0.1,TRUE,0.1,9000,AA
190,25000,25000,0.2564,0.2928,60,758.01,4,"$50,000-74,999",5083.3333,Employed,Truck Driver,26,OK,Krebs,2,13500,0,0,0,0,0,8,0,FALSE,660-679,0.2377,TRUE,0.2377,6083.3333,D
191,5500,5500,0.0894,0.135,36,177.31,6,"$100,000+",8333.3333,Employed,Professional,3,FL,Stuart,3,12500,0,0,78,77,1,10,0,FALSE,740-759,0.1678,TRUE,0.1678,10833.3333,AA
192,10000,10000,0.2869,0.337,36,422.82,6,"$100,000+",11666.6667,Self-employed,Truck Driver,36,AR,Crossett,1,4000,0,0,1,1,0,22,0,FALSE,700-719,0.3098,TRUE,0.3098,18083.3333,E
193,8500,8500,0.0969,0.1294,60,183.5,4,"$50,000-74,999",4250,Employed,Teacher,37,AZ,Tucson,1,12500,0,0,0,0,0,31,0,FALSE,780-799,0.0596,TRUE,0.0596,8666.6667,AA
194,31500,31500,0.0804,0.1258,36,1002.28,5,"$75,000-99,999",6666.6667,Employed,Police Officer/Correction Officer,66,CA,Porterville,2,40000,0,0,0,0,0,18,0,FALSE,720-739,0.2057,TRUE,0.2057,13000,AA
195,9000,9000,0.053,0.0794,36,275.02,5,"$75,000-99,999",7083.3333,Employed,Professional,1,NC,Seagrove,1,20000,0,0,0,0,0,34,0,FALSE,780-799,0.2634,TRUE,0.2634,10083.3333,AA
196,30000,30000,0.0909,0.1233,60,638.74,5,"$75,000-99,999",7500,Employed,Teacher,193,CA,Madera,1,6000,0,0,0,0,0,34,0,FALSE,800-819,0.0939,TRUE,0.0939,14000,A
197,10500,10500,0.053,0.0795,36,320.86,5,"$75,000-99,999",6333.3333,Employed,Nurse (RN),141,NV,Las Vegas,2,24500,0,0,0,0,0,4,0,FALSE,780-799,0.1686,TRUE,0.1686,12166.6667,AA
198,22581,22581,0.1089,0.1417,60,501.05,5,"$75,000-99,999",7166.6667,Employed,Teacher,339,OH,Minster,1,17500,0,0,1,1,0,52,0,FALSE,720-739,0.2122,TRUE,0.2122,14000,A
199,17800,17800,0.0804,0.1258,36,566.37,4,"$50,000-74,999",4166.6667,Employed,Administrative Assistant,34,TN,Atoka,1,3000,0,0,0,0,0,18,0,FALSE,740-759,0.1965,TRUE,0.1965,10416.6667,AA
200,11000,11000,0.1349,0.1683,60,258.75,4,"$50,000-74,999",5958.3333,Employed,Other,110,FL,COCOA,2,20000,0,0,0,0,0,7,0,FALSE,780-799,0.1788,TRUE,0.1788,12041.6667,B
201,7000,7000,0.0909,0.1233,60,149.04,6,"$100,000+",10833.3333,Employed,Other,29,MD,Baltimore,1,25000,0,0,1,1,0,34,0,FALSE,780-799,0.18,TRUE,0.18,18583.3333,A
202,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",10833.3333,Employed,Other,205,AZ,Goodyear,1,35000,0,0,0,0,0,6,0,FALSE,800-819,0.1416,TRUE,0.1416,29583.3333,A
203,15000,15000,0.1003,0.1461,36,491.29,6,"$100,000+",9833.3333,Self-employed,Truck Driver,14,TN,Memphis,1,8000,0,0,0,0,0,10,0,FALSE,740-759,0.2286,TRUE,0.2286,12500,A
204,25000,25000,0.0969,0.1427,36,814.8,6,"$100,000+",10416.6667,Employed,Construction,244,TX,NEW BRAUNFELS,2,30000,0,0,0,0,0,7,0,FALSE,700-719,0.5157,TRUE,0.5157,15250,A
205,35000,35000,0.1279,0.1611,60,810.58,6,"$100,000+",8750,Employed,Medical Technician,106,KS,Wellsville,1,35000,0,0,0,0,0,59,0,FALSE,720-739,0.24,TRUE,0.24,12916.6667,B
206,15000,15000,0.0964,0.1422,36,488.53,6,"$100,000+",9583.3333,Employed,Construction,96,MN,Lakeville,2,39200,0,0,0,0,0,10,0,FALSE,680-699,0.3609,TRUE,0.3609,15583.3333,A
207,10000,10000,0.2475,0.2967,36,401.58,4,"$50,000-74,999",5000,Employed,Clerical,48,UT,North Salt Lake,3,30000,0,0,1,1,0,28,0,FALSE,680-699,0.4465,TRUE,0.4465,9850,D
208,10000,10000,0.1249,0.158,60,230.05,4,"$50,000-74,999",5416.6667,Employed,Nurse (RN),0,AL,Lynn,2,20000,0,0,0,0,0,6,0,FALSE,800-819,0.2227,TRUE,0.2227,10833.3333,B
209,15000,15000,0.1064,0.1523,36,495.64,5,"$75,000-99,999",6324,Other,Psychologist,205,MN,HOWARD LAKE,1,9000,0,0,0,0,0,4,0,FALSE,720-739,0.05,TRUE,0.05,12648,A
210,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4636.9167,Other,Other,98,SC,Aiken,1,18000,0,0,0,0,0,48,0,FALSE,760-779,0.1236,TRUE,0.1236,6609.1667,AA
211,6000,6000,0.2064,0.2415,60,164.49,4,"$50,000-74,999",4583.3333,Employed,Professional,59,FL,OVIEDO,1,6000,0,0,0,0,0,5,0,FALSE,660-679,0.0649,TRUE,0.0649,10000,C
212,12000,12000,0.1564,0.1903,60,295.91,6,"$100,000+",8727.75,Employed,Teacher,46,VA,Ruckersville,1,13000,0,0,0,0,0,10,0,FALSE,640-659,0.1184,TRUE,0.1184,17455.5,C
213,2500,2500,0.175,0.2094,60,64.17,6,"$100,000+",8333.3333,Employed,Postal Service,281,MI,Waterford Township,3,13500,5417.09,0,1,1,0,21,0,FALSE,700-719,0.1017,TRUE,0.1017,10750,C
214,10000,10000,0.053,0.0795,36,305.58,4,"$50,000-74,999",4560,Employed,Medical Technician,10,FL,Deltona,2,20000,0,0,0,0,0,26,0,FALSE,780-799,0.3444,TRUE,0.3444,8881,AA
215,3603,3603,0.154,0.201,36,127.38,6,"$100,000+",8333.3333,Employed,Teacher,72,NC,HENDERSONVILLE,1,15000,0,0,1,1,0,37,0,FALSE,680-699,0.0957,TRUE,0.0957,16603.5833,C
216,12000,12000,0.0969,0.1294,60,259.06,6,"$100,000+",13750,Employed,Professional,320,VA,Toano,4,51500,0,0,11,11,0,2,0,FALSE,760-779,0.2362,TRUE,0.2362,18750,AA
217,11500,11500,0.1684,0.2157,36,414.83,4,"$50,000-74,999",5845.5,Employed,Other,318,TX,EL PASO,2,28000,0,0,0,0,0,8,0,FALSE,660-679,0.3677,TRUE,0.3677,12595.5,C
218,19500,19500,0.0969,0.1294,60,420.97,6,"$100,000+",17083.3333,Employed,Executive,433,TN,Dandridge,2,58000,15395.72,0,1,1,0,5,0,FALSE,720-739,0.2838,TRUE,0.2838,20166.6667,AA
219,6000,6000,0.053,0.0794,36,183.35,5,"$75,000-99,999",7333.3333,Employed,Military Enlisted,185,CA,Chula Vista,2,30000,0,0,0,0,0,12,0,FALSE,800-819,0.3856,TRUE,0.3856,11166.6667,AA
220,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",16666.6667,Employed,Professional,6,MS,Caledonia,3,19500,0,0,10,10,0,7,0,FALSE,760-779,0.0515,TRUE,0.0515,17666.6667,AA
221,16000,16000,0.1249,0.1581,60,368.08,5,"$75,000-99,999",7498.3333,Employed,Professional,130,TX,Kemp,1,15000,0,0,0,0,0,29,0,FALSE,740-759,0.2907,TRUE,0.2907,11311.5833,B
222,6000,6000,0.053,0.0795,36,183.35,4,"$50,000-74,999",6000,Employed,Other,148,MN,Verndale,2,35000,0,0,0,0,0,11,0,FALSE,800-819,0.0927,TRUE,0.0927,9000,AA
223,35000,35000,0.0964,0.1421,36,1139.9,6,"$100,000+",9166.6667,Employed,Computer Programmer,13,PA,Warrington,2,30000,0,0,0,0,0,5,0,FALSE,760-779,0.0949,TRUE,0.0949,18750,A
224,11000,11000,0.0804,0.1258,36,350,4,"$50,000-74,999",5416.6667,Employed,Nurse (RN),284,NC,CHARLOTTE,1,6799,0,0,1,1,0,20,0,FALSE,740-759,0.12,TRUE,0.12,15000,AA
225,20000,20000,0.0804,0.1258,36,636.37,6,"$100,000+",12500,Self-employed,Food Service,253,NJ,LEONIA,1,15000,0,0,0,0,0,17,0,FALSE,740-759,0.1027,TRUE,0.1027,25000,AA
226,35000,35000,0.1064,0.1524,36,1156.49,6,"$100,000+",16666.6667,Self-employed,Realtor,94,FL,Sorrento,1,11500,0,0,22,22,0,21,0,FALSE,680-699,0.143,TRUE,0.143,23004.1667,A
227,13000,13000,0.0804,0.1258,36,413.64,4,"$50,000-74,999",4263.0833,Employed,Retail Management,199,OH,Uniontown,2,28000,0,0,0,0,0,18,0,FALSE,760-779,0.2348,TRUE,0.2348,7436.1667,AA
228,9500,9500,0.109,0.155,36,315.08,6,"$100,000+",12000,Employed,Executive,263,GA,Atlanta,3,100000,25087.16,0,0,0,0,5,0,FALSE,720-739,0.1307,TRUE,0.1307,19000,A
229,23500,23500,0.0909,0.1233,60,500.35,6,"$100,000+",10141.9167,Employed,Professional,107,CO,Parker,1,10000,0,0,0,0,0,5,0,FALSE,760-779,0.1392,TRUE,0.1392,16391.9167,A
230,7500,7500,0.053,0.0795,36,229.19,4,"$50,000-74,999",4311.5833,Employed,Tradesman - Mechanic,116,OK,WALTERS,1,10000,0,0,0,0,0,14,0,FALSE,800-819,0.1597,TRUE,0.1597,7026.5,AA
231,8000,8000,0.0974,0.1432,36,260.93,4,"$50,000-74,999",4562.5,Employed,Postal Service,66,FL,Miami,1,5000,0,0,0,0,0,14,0,FALSE,680-699,0.254,TRUE,0.254,9562.5,A
232,4500,4500,0.1489,0.1958,36,157.96,5,"$75,000-99,999",6916.6667,Employed,Truck Driver,57,NC,Middlesex,2,20500,0,0,1,1,0,55,0,FALSE,680-699,0.3814,TRUE,0.3814,10416.6667,B
233,16000,16000,0.1179,0.1509,60,362.33,6,"$100,000+",10833.3333,Employed,Professional,61,GA,Macon,1,8500,0,0,0,0,0,26,0,FALSE,680-699,0.22,TRUE,0.22,15791.6667,B
234,20000,20000,0.154,0.1878,60,490.62,5,"$75,000-99,999",7500,Employed,Tradesman - Plumber,17,CA,Victorville,1,5500,0,0,0,0,0,30,0,FALSE,720-739,0.1106,TRUE,0.1106,10000,C
235,8000,8000,0.053,0.0795,36,244.46,6,"$100,000+",12916.6667,Employed,Homemaker,54,MI,Cassopolis,1,10000,0,0,0,0,0,18,0,FALSE,780-799,0.0247,TRUE,0.0247,25833.3333,AA
236,20000,20000,0.1115,0.1444,60,446.41,6,"$100,000+",10416.6667,Employed,Nurse (RN),252,ID,Blackfoot,2,19000,2510.77,0,24,24,0,33,0,FALSE,700-719,0.1812,TRUE,0.1812,17500,A
237,16000,16000,0.053,0.0795,36,488.93,5,"$75,000-99,999",8000,Employed,Nurse (RN),91,OR,PORTLAND,1,10000,0,0,0,0,0,34,0,FALSE,800-819,0.0999,TRUE,0.0999,12000,AA
238,30000,30000,0.1349,0.1683,60,705.69,4,"$50,000-74,999",4666.6667,Employed,Professional,188,MI,HOLT,1,8000,0,0,1,1,0,18,0,FALSE,740-759,0.1546,TRUE,0.1546,13416.6667,B
239,18000,18000,0.0969,0.1294,60,388.59,6,"$100,000+",10833.3333,Employed,Skilled Labor,96,NY,Shirley,2,40000,0,0,0,0,0,6,0,FALSE,720-739,0.1171,TRUE,0.1171,25833.3333,AA
240,3000,3000,0.1628,0.21,36,107.38,5,"$75,000-99,999",6750,Employed,Other,64,CA,Bakersfield,1,6000,0,0,0,0,0,30,0,FALSE,660-679,0.028,TRUE,0.028,8150,C
241,10000,10000,0.1279,0.1611,60,231.6,6,"$100,000+",15000,Employed,Construction,78,CA,WILDOMAR,2,32000,0,0,0,0,0,17,0,FALSE,640-659,0.1044,TRUE,0.1044,16666.6667,B
242,35000,35000,0.053,0.0795,36,1069.53,5,"$75,000-99,999",6250,Employed,Teacher,119,CA,DALY CITY,2,40000,0,0,1,1,0,35,0,FALSE,800-819,0.1216,TRUE,0.1216,11916.6667,AA
243,20000,20000,0.0969,0.1294,60,431.76,5,"$75,000-99,999",7416.6667,Employed,Police Officer/Correction Officer,74,KS,Valley Center,2,31000,0,0,0,0,0,23,0,FALSE,760-779,0.2375,TRUE,0.2375,8833.3333,AA
244,25000,25000,0.2264,0.262,60,713.98,5,"$75,000-99,999",7083.3333,Employed,Tradesman - Electrician,432,OH,Tiffin,2,32500,0,0,0,0,0,25,0,FALSE,680-699,0.0778,TRUE,0.0778,42583.5,D
245,35000,35000,0.2204,0.2559,60,987.47,6,"$100,000+",16666.6667,Employed,Sales - Commission,80,UT,Eagle Mountain,1,12000,0,0,1,1,0,46,0,FALSE,700-719,0.2782,TRUE,0.2782,20416.6667,C
246,30000,30000,0.0969,0.1294,60,647.64,6,"$100,000+",9166.6667,Employed,Executive,40,AZ,Phoenix,2,30000,0,0,1,1,0,22,0,FALSE,760-779,0.1332,TRUE,0.1332,12500,AA
247,30000,30000,0.0804,0.1258,36,954.55,5,"$75,000-99,999",8253.1667,Employed,Executive,363,OR,Tillamook,3,62500,0,0,0,0,0,13,0,FALSE,760-779,0.2228,TRUE,0.2228,13225,AA
248,15000,15000,0.1564,0.2034,36,532.11,5,"$75,000-99,999",7083.3333,Self-employed,Other,18,FL,Key West,1,10000,0,0,0,0,0,4,0,FALSE,720-739,0.23,TRUE,0.23,15416.6667,C
249,28000,28000,0.1684,0.2026,60,708.58,4,"$50,000-74,999",4683.3333,Employed,Analyst,9,TX,Huntington,1,17000,0,0,0,0,0,27,0,FALSE,720-739,0.2433,TRUE,0.2433,8150,C
250,15800,15800,0.1439,0.1776,60,379.12,6,"$100,000+",11693.5833,Employed,Civil Service,241,TX,Temple,3,60000,19106.98,0,1,1,0,35,0,FALSE,700-719,0.2397,TRUE,0.2397,16597.0833,B
251,15000,15000,0.0964,0.1422,36,488.53,4,"$50,000-74,999",4166.6667,Employed,Self Employed,36,OH,MOUNT VERNON,1,20000,0,0,0,0,0,30,0,FALSE,720-739,0.217,TRUE,0.217,6541.6667,A
252,11000,11000,0.1003,0.1461,36,360.28,3,"$25,000-49,999",2916.6667,Employed,Nurse's Aide,6,FL,Ave Maria,1,2000,0,0,0,0,0,24,0,FALSE,720-739,0.2986,TRUE,0.2986,6250,A
253,22000,22000,0.053,0.0795,36,672.28,6,"$100,000+",8333.3333,Employed,Professional,4,LA,LAFAYETTE,1,20000,0,0,0,0,0,9,0,FALSE,800-819,0.1107,TRUE,0.1107,12916.6667,AA
254,2000,2000,0.053,0.0795,36,61.12,3,"$25,000-49,999",2507.75,Employed,Teacher's Aide,110,IN,ELKHART,1,2000,0,0,0,0,0,9,0,FALSE,820-850,0.0735,TRUE,0.0735,5117.25,AA
255,2000,2000,0.2064,0.2546,36,76.01,3,"$25,000-49,999",2866.6667,Other,Nurse (RN),19,NH,Jackson,2,27000,291.83,0,0,0,0,29,0,FALSE,700-719,0.4299,TRUE,0.4299,5941.6667,C
256,10000,10000,0.0804,0.1258,36,318.18,6,"$100,000+",10000,Employed,Other,170,TX,Eddy,2,40000,0,0,0,0,0,20,0,FALSE,760-779,0.2076,TRUE,0.2076,14166.6667,AA
257,15000,15000,0.0969,0.1427,36,488.88,4,"$50,000-74,999",5833.3333,Employed,Teacher,479,GA,Milledgeville,5,80000,0,0,0,0,0,2,0,FALSE,780-799,0.2276,TRUE,0.2276,12333.3333,A
258,25000,25000,0.0969,0.1294,60,539.7,6,"$100,000+",12083.3333,Employed,Professional,166,WI,Burlington,3,20000,0,0,0,0,0,6,0,FALSE,800-819,0.0562,TRUE,0.0562,15916.6667,AA
259,21000,21000,0.0909,0.1233,60,447.12,3,"$25,000-49,999",3300,Employed,Professional,26,CO,Wellington,2,24000,0,0,1,1,0,18,0,FALSE,760-779,0.1783,TRUE,0.1783,8550,A
260,35000,35000,0.0804,0.1258,36,1113.64,5,"$75,000-99,999",6250,Employed,Professional,53,GA,BUFORD,2,29500,0,0,1,1,0,0,0,FALSE,780-799,0.13,TRUE,0.13,9250,AA
261,25000,25000,0.1034,0.1493,36,822.5,5,"$75,000-99,999",6750,Employed,Clerical,376,AR,Winslow,2,30000,0,0,1,1,0,28,0,FALSE,780-799,0.5061,TRUE,0.5061,11500,A
262,10000,10000,0.0999,0.1325,60,217.37,3,"$25,000-49,999",3969.1667,Employed,Clerical,169,CA,SHASTA LAKE,2,15000,0,0,0,0,0,5,0,FALSE,740-759,0.1761,TRUE,0.1761,8143.8333,A
263,15000,15000,0.1279,0.1611,60,347.39,5,"$75,000-99,999",7083.3333,Employed,Other,11,FL,Harmony,2,13500,2548.68,0,0,0,0,24,0,FALSE,720-739,0.1293,TRUE,0.1293,12750,B
264,35000,35000,0.1279,0.1743,36,1192.65,6,"$100,000+",11333.3333,Employed,Analyst,56,MI,Clarkston,1,10000,0,0,0,0,0,14,0,FALSE,680-699,0.2878,TRUE,0.2878,20500,B
