unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status_description,occupation,months_employed,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,prosper_rating
510,8000,8000,0.1219,0.155,60,182.8,2,"$1-24,999",1187,Other,Skilled Labor,20,OK,Tulsa,4,41500,0,0,18,18,0,11,0,FALSE,760-779,0.1395,TRUE,0.1395,3733,B
511,19000,19000,0.0969,0.1294,60,410.17,5,"$75,000-99,999",8166.6667,Employed,Engineer - Electrical,146,IL,Wheeling,1,20000,0,0,0,0,0,20,0,FALSE,760-779,0.1014,TRUE,0.1014,12000,A
512,5000,5000,0.1379,0.1845,36,172.81,5,"$75,000-99,999",7250,Employed,Accountant/CPA,229,VA,Chesapeake,2,40000,0,0,1,1,0,34,0,FALSE,660-679,0.49,TRUE,0.49,13083.3333,B
513,20000,20000,0.195,0.2298,60,535.46,3,"$25,000-49,999",3583.3333,Employed,Clerical,160,NC,Greensboro,2,37500,10442.69,0,0,0,0,0,0,FALSE,720-739,0.417,TRUE,0.417,5500,C
514,15000,15000,0.0804,0.1258,36,477.28,6,"$100,000+",21666.6667,Employed,Accountant/CPA,37,KS,Shawnee,3,59000,0,0,1,1,0,9,0,FALSE,740-759,0.1346,TRUE,0.1346,28333.3333,AA
515,35000,35000,0.1115,0.1443,60,781.21,6,"$100,000+",11666.6667,Employed,Executive,79,TX,Coppell,1,35000,0,0,0,0,0,37,0,FALSE,700-719,0.1872,TRUE,0.1872,19083.3333,A
516,8000,8000,0.053,0.0795,36,244.46,4,"$50,000-74,999",5166.6667,Employed,Teacher,95,AR,Alma,1,7900,0,0,0,0,0,1,0,FALSE,780-799,0.0946,TRUE,0.0946,9333.3333,AA
517,12000,12000,0.1179,0.1509,60,271.75,5,"$75,000-99,999",6250,Employed,Skilled Labor,42,CA,VISALIA,1,4000,0,0,0,0,0,25,0,FALSE,660-679,0.1087,TRUE,0.1087,7800,B
518,15000,15000,0.053,0.0794,36,458.37,3,"$25,000-49,999",3631.3333,Employed,Other,269,PA,Northampton,1,18000,0,0,0,0,0,43,0,FALSE,800-819,0.4296,TRUE,0.4296,9806.3333,AA
519,18000,18000,0.1064,0.1524,36,594.77,5,"$75,000-99,999",7083.3333,Employed,Analyst,11,SC,Simpsonville,1,12000,0,0,0,0,0,34,0,FALSE,680-699,0.1481,TRUE,0.1481,15833.3333,A
520,15000,15000,0.0804,0.1258,36,477.28,5,"$75,000-99,999",6917.25,Employed,Professional,167,CA,Sea Ranch,3,56000,0,0,0,0,0,13,0,FALSE,720-739,0.07,TRUE,0.07,12373.9167,AA
521,6000,6000,0.1489,0.1826,60,145.56,3,"$25,000-49,999",3916.6667,Employed,Tradesman - Plumber,17,OH,Westerville,3,34500,0,0,6,6,0,7,0,FALSE,720-739,0.0929,TRUE,0.0929,7666.6667,B
522,9000,9000,0.0804,0.1258,36,286.37,5,"$75,000-99,999",6333.3333,Employed,Truck Driver,411,TX,Venus,1,12000,0,0,0,0,0,8,0,FALSE,740-759,0.1835,TRUE,0.1835,8416.6667,AA
523,12800,12800,0.0894,0.135,36,412.66,4,"$50,000-74,999",4333.3333,Employed,Analyst,64,IL,Chicago,1,18000,0,0,0,0,0,32,0,FALSE,760-779,0.1448,TRUE,0.1448,8666.6667,AA
524,25000,25000,0.1115,0.1443,60,558.01,6,"$100,000+",8750,Employed,Other,131,WA,ARLINGTON,1,15000,0,0,0,0,0,20,0,FALSE,720-739,0.2533,TRUE,0.2533,13083.3333,A
525,19300,19300,0.2664,0.3031,60,596.74,4,"$50,000-74,999",5000,Employed,Professional,35,GA,Loganville,2,14000,7805.75,0,0,0,0,23,0,FALSE,680-699,0.3189,TRUE,0.3189,8333.3333,D
526,13000,13000,0.0804,0.1258,36,413.64,5,"$75,000-99,999",7083.3333,Employed,Nurse (RN),3,NV,Las Vegas,1,4000,0,0,0,0,0,24,0,FALSE,760-779,0.0391,TRUE,0.0391,13333.3333,AA
527,25000,25000,0.0804,0.1258,36,795.46,5,"$75,000-99,999",7250,Employed,Professional,235,NH,Hudson,2,40000,0,0,1,1,0,35,1,FALSE,760-779,0.4349,TRUE,0.4349,11583.3333,AA
528,15000,15000,0.1898,0.2245,60,397.24,4,"$50,000-74,999",4308.3333,Other,Professional,82,FL,Old Town,1,10500,0,0,0,0,0,17,0,FALSE,780-799,0.3042,TRUE,0.3042,6608.3333,C
529,10000,10000,0.154,0.201,36,353.55,2,"$1-24,999",1092.5,Other,Sales - Retail,190,CO,PONCHA SPRINGS,1,7500,0,0,0,0,0,21,0,FALSE,720-739,0.1088,TRUE,0.1088,4840,C
530,16000,16000,0.2564,0.3058,36,650.12,4,"$50,000-74,999",4333.3333,Employed,Police Officer/Correction Officer,89,TX,Round Rock,1,4000,0,0,16,16,0,27,0,FALSE,680-699,0.2407,TRUE,0.2407,10750,D
531,2000,2000,0.1219,0.1682,36,67.57,3,"$25,000-49,999",3000,Employed,Other,121,OR,Portland,2,4000,0,0,0,0,0,20,0,FALSE,680-699,0.3201,TRUE,0.3201,6000,B
532,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",16666.6667,Employed,Retail Management,101,NJ,Springfield Township,1,11000,0,0,0,0,0,27,0,FALSE,720-739,0.1086,TRUE,0.1086,20000,AA
533,11000,11000,0.1064,0.1523,36,363.47,4,"$50,000-74,999",4166.6667,Self-employed,Skilled Labor,19,AZ,surprise,3,24500,0,0,1,1,0,3,0,FALSE,720-739,0.24,TRUE,0.24,7500,A
534,18000,18000,0.1089,0.1417,60,399.4,6,"$100,000+",10000,Employed,Professional,26,KY,Richmond,3,52000,0,0,15,2,13,8,0,FALSE,760-779,0.0885,TRUE,0.0885,12333.3333,A
535,26000,26000,0.1089,0.1417,60,576.91,6,"$100,000+",12500,Employed,Police Officer/Correction Officer,179,FL,West Palm Beach,1,7000,0,0,13,4,9,35,0,FALSE,700-719,0.2824,TRUE,0.2824,13666.6667,A
536,7000,7000,0.1179,0.1641,36,235.15,6,"$100,000+",12250,Employed,Other,135,CA,MURRIETTA,2,25000,0,0,1,1,0,34,0,FALSE,660-679,0.1917,TRUE,0.1917,19416.6667,B
537,15000,15000,0.1089,0.1417,60,332.83,5,"$75,000-99,999",6833.3333,Employed,Skilled Labor,16,NY,Bronx,1,12061,0,0,0,0,0,27,0,FALSE,760-779,0.06,TRUE,0.06,7813.3333,A
538,9999,9999,0.053,0.0795,36,305.55,4,"$50,000-74,999",5179.3333,Employed,Flight Attendant,437,NY,Cochecton,3,54200,10634.82,0,1,1,0,25,0,FALSE,780-799,0.0735,TRUE,0.0735,8076.5,AA
539,35000,35000,0.1034,0.1493,36,1151.5,5,"$75,000-99,999",7517.8333,Employed,Tradesman - Electrician,160,OK,Jenks,2,21000,0,0,0,0,0,6,0,FALSE,740-759,0.3543,TRUE,0.3543,16351.1667,A
540,25500,25500,0.1115,0.1443,60,569.17,5,"$75,000-99,999",7750,Employed,Nurse (RN),41,CO,Littleton,1,5000,0,0,0,0,0,24,0,FALSE,700-719,0.2753,TRUE,0.2753,11083.3333,A
541,25000,25000,0.195,0.2298,60,669.32,6,"$100,000+",10000,Employed,Food Service Management,11,MA,Marshfield,1,10000,0,0,0,0,0,6,0,FALSE,660-679,0.249,TRUE,0.249,15000,C
542,35000,35000,0.195,0.2298,60,937.05,6,"$100,000+",9166.6667,Employed,Engineer - Electrical,15,GA,Newnan,3,61500,0,0,0,0,0,14,0,FALSE,680-699,0.3024,TRUE,0.3024,12791.6667,C
543,5000,5000,0.2869,0.3371,36,211.41,3,"$25,000-49,999",3416.6667,Employed,Police Officer/Correction Officer,41,MO,Center,1,4500,0,0,0,0,0,29,0,FALSE,640-659,0.2584,TRUE,0.2584,6833.3333,E
544,28000,28000,0.0959,0.1416,36,911.26,5,"$75,000-99,999",6416.6667,Employed,Nurse (RN),44,KS,Wichita,3,43000,6512.16,0,7,7,0,32,0,FALSE,700-719,0.3742,TRUE,0.3742,10833.3333,A
545,15000,15000,0.1564,0.1903,60,369.89,6,"$100,000+",20833.3333,Employed,Professional,73,NV,Las Vegas,2,20000,8910.47,0,0,0,0,22,0,FALSE,660-679,0.35,TRUE,0.35,25833.3333,C
546,25000,25000,0.053,0.0795,36,763.95,4,"$50,000-74,999",5416.6667,Employed,Executive,362,TX,cIBOLO,2,39000,0,0,1,1,0,29,0,FALSE,820-850,0.2063,TRUE,0.2063,10833.3333,AA
547,15000,15000,0.0929,0.1254,60,320.85,5,"$75,000-99,999",7070.25,Employed,Other,238,NC,Raleigh,1,30000,0,0,0,0,0,30,0,FALSE,720-739,0.1611,TRUE,0.1611,7683.75,A
548,35000,35000,0.2064,0.2416,60,959.51,5,"$75,000-99,999",7629.5833,Employed,Retail Management,280,CA,Simi Valley,1,30000,0,0,1,1,0,13,0,FALSE,700-719,0.3066,TRUE,0.3066,12179.5833,C
549,20000,20000,0.0804,0.1258,36,636.37,5,"$75,000-99,999",7550,Employed,Executive,3,OK,BOSWELL,1,5000,0,0,0,0,0,30,0,FALSE,720-739,0.25,TRUE,0.25,14633.3333,AA
550,4000,4000,0.0804,0.1258,36,127.27,3,"$25,000-49,999",3416.6667,Employed,Professional,27,PA,lehighton,2,15000,0,0,0,0,0,5,0,FALSE,740-759,0.1872,TRUE,0.1872,6750,AA
551,5000,5000,0.154,0.201,36,176.77,4,"$50,000-74,999",5416.6667,Employed,Truck Driver,0,FL,Kissimmee,1,3000,0,0,0,0,0,3,0,FALSE,660-679,0.1479,TRUE,0.1479,7916.6667,C
552,12000,12000,0.0969,0.1294,60,259.06,4,"$50,000-74,999",5250,Employed,Military Enlisted,106,CO,Colorado Springs,1,14500,0,0,0,0,0,7,0,FALSE,760-779,0.2013,TRUE,0.2013,7333.3333,AA
553,10000,10000,0.1349,0.1683,60,235.23,5,"$75,000-99,999",6250,Employed,Skilled Labor,181,CO,Longmont,3,30000,0,0,1,1,0,14,0,FALSE,740-759,0.3987,TRUE,0.3987,8050,B
554,15000,15000,0.0969,0.1294,60,323.82,5,"$75,000-99,999",7250,Employed,Other,450,NC,Monroe,3,35700,0,0,3,3,0,8,0,FALSE,720-739,0.1521,TRUE,0.1521,9000,AA
555,20000,20000,0.1059,0.1386,60,440.76,3,"$25,000-49,999",3750,Employed,Other,129,TX,Fort Worth,1,12200,0,0,0,0,0,38,0,FALSE,800-819,0.1542,TRUE,0.1542,9750,A
556,5000,5000,0.1489,0.1826,60,121.3,2,"$1-24,999",927.5,Employed,Administrative Assistant,216,PA,McKeesport,1,3000,0,0,0,0,0,23,0,FALSE,800-819,0.26,TRUE,0.26,4089.5,B
557,5500,5500,0.1379,0.1845,36,190.09,5,"$75,000-99,999",7000,Employed,Analyst,110,SC,Goose Creek,2,38000,13564.43,0,1,1,0,45,0,FALSE,700-719,0.3144,TRUE,0.3144,11166.6667,B
558,8500,8500,0.1279,0.1743,36,289.64,3,"$25,000-49,999",2375,Employed,Skilled Labor,50,WY,Encampment,1,8000,0,0,0,0,0,9,0,FALSE,640-659,0.2559,TRUE,0.2559,3375,B
559,15000,15000,0.0959,0.1416,36,488.17,5,"$75,000-99,999",7083.3333,Employed,Clergy,59,AL,Daphne,2,32000,0,0,1,1,0,25,0,FALSE,660-679,0.1608,TRUE,0.1608,10416.6667,A
560,7500,7500,0.1219,0.1682,36,253.39,5,"$75,000-99,999",6250,Employed,Other,34,FL,Poinciana,2,8000,0,0,0,0,0,12,0,FALSE,700-719,0.1736,TRUE,0.1736,8750,B
561,8000,8000,0.2129,0.2482,60,222.27,3,"$25,000-49,999",4000,Employed,Other,205,NC,Leland,1,15000,0,0,0,0,0,11,0,FALSE,740-759,0.3937,TRUE,0.3937,8000,C
562,4500,4500,0.0804,0.1258,36,143.18,3,"$25,000-49,999",3750,Employed,Laborer,24,OH,Rossford,1,10000,0,0,0,0,0,55,0,FALSE,760-779,0.1386,TRUE,0.1386,6666.6667,AA
563,32500,32500,0.1115,0.1444,60,725.41,6,"$100,000+",16666.6667,Employed,Executive,178,TX,FORT WORTH,2,47000,7385.39,0,0,0,0,12,0,FALSE,720-739,0.272,TRUE,0.272,22083.3333,A
564,6000,6000,0.0804,0.1258,36,190.91,3,"$25,000-49,999",3789.9167,Employed,Truck Driver,194,WA,Chehalis,3,14000,0,0,1,1,0,17,0,FALSE,740-759,0.3203,TRUE,0.3203,8093.4167,AA
565,15000,15000,0.1089,0.1417,60,332.83,4,"$50,000-74,999",5475.75,Other,Other,195,NY,FARMINGTON,2,27000,10714.48,0,0,0,0,36,0,FALSE,820-850,0.4782,TRUE,0.4782,6294.25,A
566,11000,11000,0.1115,0.1443,60,245.52,4,"$50,000-74,999",4166.6667,Other,Accountant/CPA,231,KY,Beauty,2,12000,0,0,0,0,0,19,0,FALSE,720-739,0.16,TRUE,0.16,4791.6667,A
567,12000,12000,0.053,0.0795,36,366.7,5,"$75,000-99,999",7416.6667,Employed,Sales - Commission,139,NC,Asheville,1,25000,0,0,1,1,0,39,0,FALSE,780-799,0.22,TRUE,0.22,10333.3333,AA
568,12000,12000,0.1684,0.2026,60,303.68,3,"$25,000-49,999",3250,Employed,Food Service Management,202,TX,Plano,1,6000,0,0,1,1,0,34,0,FALSE,780-799,0.23,TRUE,0.23,7000,C
569,25000,25000,0.154,0.201,36,883.87,6,"$100,000+",10000,Employed,Police Officer/Correction Officer,260,NV,Elko,2,18000,0,0,1,1,0,4,0,FALSE,640-659,0.16,TRUE,0.16,14166.6667,C
